685033,712264,685291,712522
622854,703688,623166,704000
634908,778057,635376,778525
687236,784445,687552,784761
613092,757189,613332,757429
615809,763745,616229,764165
670669,716704,671039,717074
620564,722100,621051,722587
613254,781844,613585,782175
680819,751906,681080,752167
608150,744208,608412,744470
622432,721508,622847,721923
627827,774356,628309,774838
640824,768543,641230,768949
670067,723273,670457,723663
615745,736731,616163,737149
619909,713079,620285,713455
671153,717043,671472,717362
656957,706787,657319,707149
652306,712173,652525,712392
608983,742058,609374,742449
609157,718168,609469,718480
606614,739918,606872,740176
638096,755633,638439,755976
618109,749236,618454,749581
661919,735308,662258,735647
602013,732163,602415,732565
654245,760472,654466,760693
667618,764107,668053,764542
670409,773738,670785,774114
652161,735810,652479,736128
605508,748980,605801,749273
674733,775680,675227,776174
618398,752840,618814,753256
606312,737018,606525,737231
677746,741572,678159,741985
619277,757970,619657,758350
612032,715050,612368,715386
638043,775601,638490,776048
686759,778565,687018,778824
653134,757775,653345,757986
670959,742603,671417,743061
641999,701342,642252,701595
616668,779317,616989,779638
664696,707324,665195,707823
670739,740491,671175,740927
634800,785895,635045,786140
603443,781441,603754,781752
619825,789204,620026,789405
645580,700767,645856,701043
601616,736367,601945,736696
652419,788357,652768,788706
619978,747311,620201,747534
610231,702914,610565,703248
654000,782973,654307,783280
621630,781771,622053,782194
688188,771843,688579,772234
651242,789202,651684,789644
603693,771960,604130,772397
610139,725039,610533,725433
655160,742615,655510,742965
681371,768088,681703,768420
606592,783674,607054,784136
621042,779970,621430,780358
645933,787799,646284,788150
610371,724073,610837,724539
657829,716514,658277,716962
605407,705322,605847,705762
620052,704309,620257,704514
612934,761558,613200,761824
652314,774138,652597,774421
680069,700102,680274,700307
621064,759592,621506,760034
633430,741672,633889,742131
612446,742622,612889,743065
662864,760614,663300,761050
655719,760522,656001,760804
640525,714546,641025,715046
646839,774212,647146,774519
659535,702805,659897,703167
613570,757906,613906,758242
658062,709611,658492,710041
627906,765997,628378,766469
668014,742801,668409,743196
657454,769275,657879,769700
653189,767271,653592,767674
626245,774771,626670,775196
619800,752459,620222,752881
657257,707653,657716,708112
650351,748104,650749,748502
623647,733634,623863,733850
656958,699991,657254,700287
664814,739352,665191,739729
639534,739378,639801,739645
602021,721672,602270,721921
661109,702215,661446,702552
609796,772084,610274,772562
625256,778335,625656,778735
628750,769827,629140,770217
638662,716913,639086,717337
686980,750554,687378,750952
687889,733472,688126,733709
630528,730768,630876,731116
681254,701223,681521,701490
682850,727266,683110,727526
617629,779909,617855,780135
671422,766053,671810,766441
629833,774607,630304,775078
662171,751398,662497,751724
606057,704120,606307,704370
622498,760294,622761,760557
631249,735923,631454,736128
659706,731549,660154,731997
661425,750863,661805,751243
611467,701146,611685,701364
668426,741885,668662,742121
623437,708673,623868,709104
658797,767495,659154,767852
607155,757651,607365,757861
626092,702447,626337,702692
663696,752026,664027,752357
621533,721003,621741,721211
602500,751056,602830,751386
662383,778054,662785,778456
662111,781890,662451,782230
602087,706759,602516,707188
617183,784608,617476,784901
662342,763854,662748,764260
621924,728652,622368,729096
614857,756341,615155,756639
623943,731903,624277,732237
657001,781958,657485,782442
644583,712967,645028,713412
671664,739309,672044,739689
621516,784548,621820,784852
626080,759883,626287,760090
631012,723338,631465,723791
675522,787434,675900,787812
622707,784620,623133,785046
632006,735391,632480,735865
679515,725443,679978,725906
655889,727884,656371,728366
625639,715194,626076,715631
632902,772751,633123,772972
659431,737699,659790,738058
664133,787422,664600,787889
659368,751936,659685,752253
683203,789380,683582,789759
618171,745650,618554,746033
677752,788008,678045,788301
662711,732598,663007,732894
648661,736053,648995,736387
612451,746155,612880,746584
608419,757982,608656,758219
633822,789443,634168,789789
643914,748155,644323,748564
613038,781075,613524,781561
646168,723709,646527,724068
644120,706186,644440,706506
622481,742141,622923,742583
609861,787350,610152,787641
646767,780563,647132,780928
626762,770882,627029,771149
601398,771552,601883,772037
679372,701690,679761,702079
626527,735617,626902,735992
651130,730209,651493,730572
676078,732420,676405,732747
665119,715331,665396,715608
623003,770142,623338,770477
606086,721312,606552,721778
661034,754186,661383,754535
664438,759584,664804,759950
658391,744312,658829,744750
652759,700910,653062,701213
610435,771695,610916,772176
685305,703750,685708,704153
620817,707060,621144,707387
650609,773980,651063,774434
600076,768770,600323,769017
609997,731847,610403,732253
640359,761432,640571,761644
616448,752310,616771,752633
634205,783918,634615,784328
680242,712389,680714,712861
632490,785513,632800,785823
684543,758924,684795,759176
679179,742820,679449,743090
666254,755694,666717,756157
659186,760110,659409,760333
621750,773434,622064,773748
675519,707250,675729,707460
668446,768207,668703,768464
657538,743640,657921,744023
652756,774048,653178,774470
671514,752307,671774,752567
601676,743652,601890,743866
635262,778254,635609,778601
650907,775251,651184,775528
610486,708045,610983,708542
671694,737199,672004,737509
666205,718224,666528,718547
608674,757188,608883,757397
688339,789028,688813,789502
682729,745799,683064,746134
639220,759192,639567,759539
683275,766931,683497,767153
651196,702948,651432,703184
657545,771657,657910,772022
601973,785005,602373,785405
650287,748640,650544,748897
601964,732243,602220,732499
669781,760430,670193,760842
610235,768352,610577,768694
644726,783405,645101,783780
688877,773481,689080,773684
629716,742682,630078,743044
609888,760682,610266,761060
682907,737739,683150,737982
606930,767177,607197,767444
619963,757961,620212,758210
609002,789303,609259,789560
614017,761010,614326,761319
687208,748455,687467,748714
659462,736501,659791,736830
611797,748573,612202,748978
608311,786262,608771,786722
623367,710861,623653,711147
630288,741693,630678,742083
637262,707893,637755,708386
678593,788745,678829,788981
660065,718237,660364,718536
685606,757743,686035,758172
618680,784585,619065,784970
687991,788178,688302,788489
625018,720685,625487,721154
600922,699718,601191,699987
646195,729297,646513,729615
671916,749251,672381,749716
615208,745264,615445,745501
643691,701110,643920,701339
647621,755773,648024,756176
617699,753568,618127,753996
627252,729477,627471,729696
621365,704802,621713,705150
616522,747386,617007,747871
677941,730210,678252,730521
633381,782457,633725,782801
600458,759009,600788,759339
641046,774273,641410,774637
677851,737797,678268,738214
626670,765301,627072,765703
611628,714190,612000,714562
686927,751270,687304,751647
665411,721288,665784,721661
630941,761718,631163,761940
623083,758357,623544,758818
654566,747589,655036,748059
647886,743149,648216,743479
620251,787667,620657,788073
643693,704050,644031,704388
666598,752922,666807,753131
606014,731993,606235,732214
648687,711949,648957,712219
685708,751852,685942,752086
649931,763322,650308,763699
627373,722541,627758,722926
640458,704112,640754,704408
614223,734237,614534,734548
632473,745921,632948,746396
602903,754321,603317,754735
656112,762025,656379,762292
658440,770426,658692,770678
627513,778628,627896,779011
688838,717291,689289,717742
644460,712997,644732,713269
604397,774259,604671,774533
600485,759709,600909,760133
674908,756916,675119,757127
685812,707571,686146,707905
670746,707918,670980,708152
641233,713299,641726,713792
625847,752648,626299,753100
618279,776444,618591,776756
640843,724711,641220,725088
650575,783918,650914,784257
655774,717620,656037,717883
660137,731958,660403,732224
667746,776812,668003,777069
660528,750424,660803,750699
626035,737686,626472,738123
653096,767745,653562,768211
661141,723185,661352,723396
655487,761739,655925,762177
675861,744239,676064,744442
619023,750061,619258,750296
622388,739182,622771,739565
660284,754449,660738,754903
627474,746992,627812,747330
620552,710260,621040,710748
657070,750882,657488,751300
623622,770375,623828,770581
656877,710484,657262,710869
623271,714562,623636,714927
620050,740135,620439,740524
630467,778160,630879,778572
672257,789134,672736,789613
608774,729311,609065,729602
622625,752509,622879,752763
676573,772648,677060,773135
669150,726711,669615,727176
673772,778109,674224,778561
656630,741238,656975,741583
660366,741294,660754,741682
621783,741438,622204,741859
649896,699251,650366,699721
635048,708231,635394,708577
623723,728326,624081,728684
682096,778695,682434,779033
688511,708695,688760,708944
645195,734526,645576,734907
635463,705543,635793,705873
610270,775681,610484,775895
630083,699333,630559,699809
660142,702540,660445,702843
618312,757670,618651,758009
660483,756673,660784,756974
643803,708796,644211,709204
631078,759746,631319,759987
600458,770783,600714,771039
607636,710326,608130,710820
605419,704329,605877,704787
670795,731053,671157,731415
674191,778979,674486,779274
675064,703690,675266,703892
689697,741035,689939,741277
672134,751080,672626,751572
677631,740814,677986,741169
666997,775273,667262,775538
656101,734921,656320,735140
602476,716906,602936,717366
670637,734502,671129,734994
679792,739437,680011,739656
670690,701002,671008,701320
631147,744048,631507,744408
675511,742000,675918,742407
609970,711712,610342,712084
663774,777089,664048,777363
617795,773633,618072,773910
683536,760520,684026,761010
636664,772270,637001,772607
626125,753328,626491,753694
606246,763356,606529,763639
648365,768887,648715,769237
645644,711781,645990,712127
618732,761642,618954,761864
671323,775967,671804,776448
628098,728375,628593,728870
610924,719271,611202,719549
685105,762674,685312,762881
646912,724955,647134,725177
685553,705315,685830,705592
673129,736393,673516,736780
616991,732375,617254,732638
605369,754615,605643,754889
628953,781506,629238,781791
617412,788118,617779,788485
686084,720134,686487,720537
664760,746587,664961,746788
651999,719730,652209,719940
631502,752158,631793,752449
668334,742418,668833,742917
609867,727273,610320,727726
625531,734722,625897,735088
616701,775691,616919,775909
623978,756051,624317,756390
673741,727335,674012,727606
663140,779689,663403,779952
606917,720172,607398,720653
626248,746052,626692,746496
683831,713131,684121,713421
618716,784325,618916,784525
608089,714236,608544,714691
675667,753484,676145,753962
655748,733113,656040,733405
612683,718562,613133,719012
621777,747001,622236,747460
621930,723639,622382,724091
621809,737419,622045,737655
673355,703082,673801,703528
612746,702198,613246,702698
650225,743247,650566,743588
682310,723790,682611,724091
635470,708145,635675,708350
649109,737989,649379,738259
603698,774823,604105,775230
672493,727694,672725,727926
658965,747178,659394,747607
637963,714140,638401,714578
674381,700570,674755,700944
676763,719835,677259,720331
635791,734392,636052,734653
658274,746558,658501,746785
676736,747153,677131,747548
608720,769885,609015,770180
647871,724627,648359,725115
620668,702802,620901,703035
653003,740820,653425,741242
671662,749709,672035,750082
604453,733106,604714,733367
629454,767573,629806,767925
619861,770261,620212,770612
629267,715883,629615,716231
630851,779434,631338,779921
638457,780213,638768,780524
665663,715336,665893,715566
681654,757631,682099,758076
629163,735884,629426,736147
651167,756925,651511,757269
636773,739245,637210,739682
654050,786728,654480,787158
614027,705097,614312,705382
673243,736987,673539,737283
683038,777721,683529,778212
643437,758125,643689,758377
676192,727166,676674,727648
635565,761815,635958,762208
637281,732616,637543,732878
689208,779621,689643,780056
626668,755634,626987,755953
623534,782316,623804,782586
621679,743878,621926,744125
662390,720200,662877,720687
606348,757201,606643,757496
689366,733591,689581,733806
613457,713855,613747,714145
611047,785733,611463,786149
690383,773054,690683,773354
649987,751758,650432,752203
661630,739695,662088,740153
649920,705277,650328,705685
611380,713217,611682,713519
611591,714327,611901,714637
623214,781540,623680,782006
662714,733432,663200,733918
646096,749737,646319,749960
645539,708755,645900,709116
666239,725551,666694,726006
604367,772520,604700,772853
601460,782310,601811,782661
658761,720810,659245,721294
659502,716728,659793,717019
637657,709458,638097,709898
617081,735670,617446,736035
660917,772761,661140,772984
637147,744980,637449,745282
631832,704026,632146,704340
664202,736369,664609,736776
612417,753287,612840,753710
676377,711840,676842,712305
628171,769352,628394,769575
617302,781716,617625,782039
668285,708871,668517,709103
656825,762178,657174,762527
655367,714956,655857,715446
617017,711886,617494,712363
674478,735199,674918,735639
617587,764662,618047,765122
662318,770178,662618,770478
616774,744380,617226,744832
679445,764828,679746,765129
687055,733383,687523,733851
616663,737702,616959,737998
675553,702471,676030,702948
631198,786199,631460,786461
655529,780219,655799,780489
649277,785895,649644,786262
667844,702464,668344,702964
637206,789489,637666,789949
622733,733076,623102,733445
640336,756230,640661,756555
635199,752380,635650,752831
625794,771030,626017,771253
676647,701071,677028,701452
600688,714176,600942,714430
609028,772116,609337,772425
680434,720095,680821,720482
676082,783618,676506,784042
618570,725150,618932,725512
641340,718288,641758,718706
666482,755999,666909,756426
668830,719253,669048,719471
625718,755992,626106,756380
675638,740676,676066,741104
666613,748965,667089,749441
632884,775871,633122,776109
644384,726140,644838,726594
628104,707316,628374,707586
686439,757906,686732,758199
651016,775540,651492,776016
675520,700776,675961,701217
660088,753977,660416,754305
673208,725406,673482,725680
611127,783666,611566,784105
649172,755547,649453,755828
679145,717466,679581,717902
634924,761954,635359,762389
686902,768445,687279,768822
606153,761421,606445,761713
688812,728346,689096,728630
639019,709738,639240,709959
616759,744227,617154,744622
615114,748321,615334,748541
683740,743011,684193,743464
610371,702055,610806,702490
601644,715750,602121,716227
608683,729863,608972,730152
646171,746418,646475,746722
609772,780673,610156,781057
663935,757400,664348,757813
628616,720727,629096,721207
640436,726886,640759,727209
630444,763285,630775,763616
656930,771386,657181,771637
651526,744295,651933,744702
646478,787545,646897,787964
654385,713836,654871,714322
656766,743482,656975,743691
661777,747790,662231,748244
632465,779694,632671,779900
690477,742729,690721,742973
623015,732677,623451,733113
619930,739815,620368,740253
608555,757573,608978,757996
689258,759209,689753,759704
606870,701148,607322,701600
651179,763157,651530,763508
666981,729202,667201,729422
670588,789392,670829,789633
639055,771901,639489,772335
652520,729421,652780,729681
686416,778944,686674,779202
643873,770456,644125,770708
642850,754033,643335,754518
684830,752143,685218,752531
678942,762636,679391,763085
631728,721455,632083,721810
607920,707946,608194,708220
625509,769565,625777,769833
651065,761070,651410,761415
689976,771450,690229,771703
684856,703471,685292,703907
614198,741630,614557,741989
671768,748720,672104,749056
611582,744509,611972,744899
681053,754423,681342,754712
659013,710816,659224,711027
602465,745976,602739,746250
638475,777030,638946,777501
661137,745981,661372,746216
631640,742348,632011,742719
666846,736206,667223,736583
614136,707528,614533,707925
625709,759210,625926,759427
613312,742310,613588,742586
649247,787973,649672,788398
623733,783523,624146,783936
665970,752530,666443,753003
607425,736951,607686,737212
681721,754492,682120,754891
609032,744838,609403,745209
604071,747113,604556,747598
626184,724718,626672,725206
632073,715262,632452,715641
626194,771325,626477,771608
690312,750712,690695,751095
655717,761209,656068,761560
602366,735606,602805,736045
670060,738065,670293,738298
622886,757067,623356,757537
620455,722168,620662,722375
600752,728780,601132,729160
619282,738496,619541,738755
631501,780321,631930,780750
689502,748927,689751,749176
647007,764782,647427,765202
663994,762141,664243,762390
641532,783088,641764,783320
661463,778092,661668,778297
676779,725957,677260,726438
689124,745639,689376,745891
617902,731826,618264,732188
642956,744476,643309,744829
633655,730313,633926,730584
660184,753719,660525,754060
647901,748374,648173,748646
624754,742554,624993,742793
600460,763418,600699,763657
603797,780917,604168,781288
648769,776531,649008,776770
633503,716906,633891,717294
627415,748403,627901,748889
660778,740958,661056,741236
687670,779662,687886,779878
657275,732679,657497,732901
631296,788433,631587,788724
613486,785216,613828,785558
606110,776239,606417,776546
667334,701421,667537,701624
660647,765671,660973,765997
612280,775459,612546,775725
616957,760070,617367,760480
666179,729462,666647,729930
626539,744070,626759,744290
618482,781029,618813,781360
639067,730757,639523,731213
604116,716283,604526,716693
643907,753879,644364,754336
657614,709337,658027,709750
633691,787062,633958,787329
643503,772058,643788,772343
668285,713127,668578,713420
687310,731955,687680,732325
633538,756836,633951,757249
682497,730969,682843,731315
618879,744177,619337,744635
664227,770450,664488,770711
625190,713053,625455,713318
684127,768894,684430,769197
683710,749648,684198,750136
615790,718182,616184,718576
634095,703324,634338,703567
600267,714292,600663,714688
650874,771605,651155,771886
616854,785612,617351,786109
664878,761786,665241,762149
682765,730340,682997,730572
640032,757881,640503,758352
656624,736130,656863,736369
624213,760495,624587,760869
619363,711600,619778,712015
677161,766633,677534,767006
612700,781763,613106,782169
611729,768753,612086,769110
617588,780080,617878,780370
668957,789068,669381,789492
640605,775392,641060,775847
678083,732242,678319,732478
670247,771413,670510,771676
665473,757308,665860,757695
633471,718629,633889,719047
676621,736535,676913,736827
661253,728553,661618,728918
606013,775607,606474,776068
636837,708853,637176,709192
658850,717489,659123,717762
688455,705728,688849,706122
663186,710796,663462,711072
683804,788610,684018,788824
617949,751134,618431,751616
637480,745171,637797,745488
675153,787349,675392,787588
677020,777841,677276,778097
655938,773970,656205,774237
628379,776442,628832,776895
632654,745432,633140,745918
677478,767202,677849,767573
679334,737159,679796,737621
670057,725775,670489,726207
622405,703070,622667,703332
685178,707232,685675,707729
600268,780165,600719,780616
658828,722357,659275,722804
642054,723288,642548,723782
644124,725334,644334,725544
618767,704340,619246,704819
655969,769782,656362,770175
673655,705783,674078,706206
615044,716036,615543,716535
630631,706057,631073,706499
615957,770698,616163,770904
605358,755207,605847,755696
660131,786206,660549,786624
684439,773708,684673,773942
654691,730102,655125,730536
672812,706600,673025,706813
637832,734526,638176,734870
686050,704559,686273,704782
689462,708722,689698,708958
658171,729900,658455,730184
676375,773785,676867,774277
685267,746412,685482,746627
668594,712755,669061,713222
603970,711706,604246,711982
638448,719159,638913,719624
671347,754967,671585,755205
643292,751875,643540,752123
680003,725181,680377,725555
612771,713919,613013,714161
621842,762529,622312,762999
663358,745007,663847,745496
614853,778206,615290,778643
660714,731785,661019,732090
627075,775782,627424,776131
633047,775280,633314,775547
618440,765897,618825,766282
625235,741253,625639,741657
677831,746674,678239,747082
610340,788147,610729,788536
685974,715608,686471,716105
677100,740452,677368,740720
604031,717823,604429,718221
621168,707662,621373,707867
656240,706922,656616,707298
634689,775339,635029,775679
617747,706943,618075,707271
674143,737006,674352,737215
653517,708173,653907,708563
653687,772698,653956,772967
670695,709328,671043,709676
652060,746315,652278,746533
614118,730107,614564,730553
621718,753215,621935,753432
618129,773680,618611,774162
613275,758925,613723,759373
610752,704078,611045,704371
659659,783482,660043,783866
656376,747991,656698,748313
641143,739287,641428,739572
613915,773726,614197,774008
606726,772228,607023,772525
636681,769358,637067,769744
647353,755407,647682,755736
633097,734876,633430,735209
677396,786417,677870,786891
685264,763269,685489,763494
676319,721846,676566,722093
681306,735570,681730,735994
631095,701703,631492,702100
608387,727033,608877,727523
634255,727444,634506,727695
650419,753810,650741,754132
623347,759628,623728,760009
668147,742850,668433,743136
647739,745555,648075,745891
644084,750140,644554,750610
640031,725962,640306,726237
601830,703721,602239,704130
688469,736821,688738,737090
653079,744067,653531,744519
654361,780608,654587,780834
676998,782517,677479,782998
646660,709244,646861,709445
633263,761911,633654,762302
655205,732558,655463,732816
658580,733890,659010,734320
682079,770126,682570,770617
660235,709216,660533,709514
636129,731224,636438,731533
622374,711998,622794,712418
662429,776708,662660,776939
620183,753644,620555,754016
641140,702899,641462,703221
648445,776347,648833,776735
640380,703736,640658,704014
642034,759409,642435,759810
618006,779048,618337,779379
615096,721814,615357,722075
640646,789490,641029,789873
660616,707872,660893,708149
609563,717589,609783,717809
618781,752446,619273,752938
654486,704845,654776,705135
635700,715524,636024,715848
620761,730959,621033,731231
690184,710770,690635,711221
672366,753135,672800,753569
684712,736470,684984,736742
664661,711575,664980,711894
675069,779799,675527,780257
642882,749703,643293,750114
654250,766226,654525,766501
650606,703366,650940,703700
607477,776734,607712,776969
661348,737767,661803,738222
603809,713780,604080,714051
635409,721511,635724,721826
645105,753827,645484,754206
641828,773224,642182,773578
675149,702350,675452,702653
600071,705867,600416,706212
659946,788950,660333,789337
662029,770366,662507,770844
686443,706161,686763,706481
657059,742213,657556,742710
643279,787521,643487,787729
670397,708571,670770,708944
641322,728674,641638,728990
619358,783709,619708,784059
653653,737899,653967,738213
684037,749677,684471,750111
667128,766423,667365,766660
670184,731877,670640,732333
657831,789252,658096,789517
633588,700969,633861,701242
656527,787385,656945,787803
608092,720724,608467,721099
666251,724971,666729,725449
688871,718429,689180,718738
600476,722099,600680,722303
663826,754566,664153,754893
647557,762071,647862,762376
676189,735743,676636,736190
622036,709611,622488,710063
674191,712484,674684,712977
610311,706349,610549,706587
607475,726450,607766,726741
627723,728404,627976,728657
613101,781408,613516,781823
612309,766604,612741,767036
625034,742509,625234,742709
651177,713888,651670,714381
606026,718276,606434,718684
651314,777563,651642,777891
650622,781283,650850,781511
604834,775561,605151,775878
660584,704846,660894,705156
617010,727198,617365,727553
612720,775926,613094,776300
611149,758866,611506,759223
674606,709723,674939,710056
674033,772213,674499,772679
660597,779217,660882,779502
650251,760625,650560,760934
636055,757097,636540,757582
651142,731557,651406,731821
607691,772685,607942,772936
626485,728320,626978,728813
652524,736755,652742,736973
645418,761326,645717,761625
612499,779632,612947,780080
628464,733847,628763,734146
633995,719719,634398,720122
667969,754086,668408,754525
628733,705139,629091,705497
666112,767152,666524,767564
667967,719412,668368,719813
645229,736634,645628,737033
645478,735630,645974,736126
619688,727951,620049,728312
609754,772096,610103,772445
662760,777715,663193,778148
656689,769050,656909,769270
600734,727611,601195,728072
663152,735425,663643,735916
661697,701097,662162,701562
666058,728992,666281,729215
690047,699147,690440,699540
673441,756976,673672,757207
678477,747152,678766,747441
615816,742748,616227,743159
651849,739229,652060,739440
653659,784423,654003,784767
652258,765846,652711,766299
657899,739619,658120,739840
649434,715426,649822,715814
605658,720036,605990,720368
616144,718235,616565,718656
654499,782195,654795,782491
606611,749737,606945,750071
669771,771505,670092,771826
682130,751582,682407,751859
640443,725311,640871,725739
665512,722455,665816,722759
613235,732457,613664,732886
624503,747981,624937,748415
649192,778098,649447,778353
602884,703122,603346,703584
602396,769315,602819,769738
643886,757460,644207,757781
679667,731930,679869,732132
608987,742888,609411,743312
675103,706842,675399,707138
688183,723446,688605,723868
618175,717893,618507,718225
646733,739647,647114,740028
645671,712191,646097,712617
629084,708495,629522,708933
613254,771168,613636,771550
659741,734516,660114,734889
669306,728611,669574,728879
608275,773499,608671,773895
607372,787338,607795,787761
647041,721186,647378,721523
656455,766366,656898,766809
643004,748617,643229,748842
645103,747068,645451,747416
617736,771970,618213,772447
655325,701422,655750,701847
629248,767728,629496,767976
649470,752909,649933,753372
635671,704959,635995,705283
616724,724547,616952,724775
605291,702274,605546,702529
651144,710626,651552,711034
679284,771088,679751,771555
609128,757358,609524,757754
645326,776477,645625,776776
688497,733131,688757,733391
673839,736523,674145,736829
656247,755842,656622,756217
678751,781713,679123,782085
681873,772179,682166,772472
624222,747295,624430,747503
